TOWN,ADDRESS,CROSS ST,LEAK GRADE,DATE REPORTED,NOTE
MATTAPOISETT,7 HOLLY,,3,02/18/2015,
HUDSON,7 HOWE,,3,09/10/2016,
WORCESTER,7 INDIAN LAKE,,3,09/03/2014,
MATTAPOISETT,7 INDUSTRIAL,,3,09/18/2014,
WORCESTER,7 KELLEY,,3,12/16/2014,
HYDE PARK,7 LINWOOD,,3,06/28/2016,
WORCESTER,7 LONGMEADOW,,3,10/16/2014,
HOLLISTON,7 LOUIS,,3,12/27/2016,
WORCESTER,7 MANOR,,3,10/29/2014,
CAMBRIDGE,7 MAPLE,,3,08/19/2016,
WORCESTER,7 MARSTON,,3,08/14/2012,
WORCESTER,7 MATTSON,,3,12/02/2014,
CAMBRIDGE,7 MEADOW,,3,11/18/2014,
WORCESTER,7 NEVADA ST,,3,10/27/2016,
WEST BOYLSTON,7 NEWTON,,3,11/24/2014,
WESTBOROUGH,7 OVERLOOK,,2,08/11/2016,
MATTAPOISETT,7 PROSPECT,,3,09/18/2014,
NATICK,7 RIVER,,3,09/01/2016,
WORCESTER,7 SAINT ELMO,,3,12/28/2016,
UPTON,7 STATION,,3,09/08/2015,
KINGSTON,7 STONEY POINT,,3,06/30/2015,
HYDE PARK,7 TACOMA,,3,06/06/2016,
SOMERVILLE,7 UNION,,2,12/23/2016,
MATTAPOISETT,7 UPLAND,,3,09/18/2014,
WORCESTER,7 VENDORA,,3,08/21/2014,
WORCESTER,7 WEST BOYLSTON,,3,09/02/2014,
UPTON,7 WEST MAIN,,3,10/07/2014,
ACUSHNET,7 WESTLAND,,3,09/08/2014,
FAIRHAVEN,7 WILDING,,3,10/20/2014,
ASHLAND,7-9 RAYMOND MARCHETTI,,3,06/21/2016,
WORCESTER,70 BEVERLY,,3,08/26/2014,
WEST BOYLSTON,70 CRESCENT,,3,11/14/2014,
NEW BEDFORD,70 EARLE,,3,05/29/2014,
NORTHBRIDGE,70 EAST,,3,08/27/2015,
WORCESTER,70 ELM,,3,09/22/2014,
DARTMOUTH,70 HATHAWAY,,3,09/27/2016,
HOPKINTON,70 HAYDEN ROWE,,3,09/29/2014,
WORCESTER,70 JAMES,,3,12/27/2016,
WORCESTER,70 JAMES ST,,3,12/08/2014,
FRAMINGHAM,70 SALEM END,,3,11/22/2016,
DARTMOUTH,70 SOL E MAR,,3,09/10/2014,
NEEDHAM,70 STANDISH,,3,09/11/2014,
NEW BEDFORD,70 WINTERVILLE,,3,07/01/2014,
MILLBURY,70 WORCESTER PROVIDENCE,,3,04/16/2014,
HYDE PARK,70-72 AUSTIN,,3,05/11/2016,
WESTBOROUGH,70-72 EAST MAIN,,3,04/21/2015,
ASHLAND,70-74 SUMMER,,3,05/23/2014,
DEDHAM,700 BOSTON PROVIDENCE,,3,12/12/2016,
NEW BEDFORD,701 PINE HILL,,3,05/08/2014,
WORCESTER,701 WEST BOYLSTON,,3,03/02/2016,
CAMBRIDGE,703 MOUNT AUBURN,,3,03/04/2016,
MARION,704 MILL,,3,09/25/2014,
WORCESTER,705 SOUTHBRIDGE,,3,09/02/2016,
MARLBORO,707 STEVENS,,3,08/11/2015,
NEW BEDFORD,709 PINE HILL,,3,05/08/2014,
WESTWOOD,71 BOSTON PROVIDENCE,,3,03/23/2016,
HYDE PARK,71 CHITTICK,,3,10/17/2014,
MILFORD,71 CONGRESS,,3,09/10/2014,
WORCESTER,71 HENSHAW,,3,11/03/2016,
WORCESTER,71 PARK TERRACE,,3,12/06/2016,
WORCESTER,71 PLEASANT,,3,05/13/2014,
MARLBORO,71 RICE,,3,11/26/2014,
NEW BEDFORD,71 SEYMOUR,,3,07/14/2014,
UXBRIDGE,71 SOUTH MAIN,,3,10/02/2014,
WESTWOOD,71 STRAFFORD,,3,11/06/2016,
WESTWOOD,71 STRASSER,,3,07/09/2015,
ASHLAND,71 WARREN,,3,08/12/2014,
SOMERVILLE,71-72 UNION,,3,08/21/2015,
SOMERVILLE,711-723 SOMERVILLE,,3,10/08/2014,
SOMERVILLE,714 BROAD WAY,,3,08/19/2014,
WORCESTER,716 GRAFTON,,3,04/29/2014,
FRAMINGHAM,71A BEAVER PARK,,3,11/12/2014,
WORCESTER,72 DORCHESTER,,3,07/01/2014,
MATTAPOISETT,72 FAIRHAVEN,,3,10/06/2014,
FAIRHAVEN,72 FARMFIELD,,3,09/26/2016,
MARLBORO,72 MARLTON,,3,08/15/2016,
MAYNARD,72 POWDER MILL,,3,12/08/2016,
WESTBOROUGH,72 SOUTH,,3,08/03/2016,
WORCESTER,72-80 CHANDLER,,3,09/30/2014,
WORCESTER,721 MAIN,,3,06/09/2014,
NEEDHAM,723-737 CHARLES RIVER,,3,12/17/2014,
FRAMINGHAM,724 WATER,,3,11/04/2015,
CAMBRIDGE,727 MASSACHUSETTS,,3,06/10/2015,
NEW BEDFORD,729 ALLEN,,3,06/26/2014,
CAMBRIDGE,73 BLANCHARD,,3,10/11/2016,
NEW BEDFORD,73 BRANSCOMB,,3,04/08/2015,
WORCESTER,73 ERNEST,,3,12/02/2016,
CAMBRIDGE,73 ORCHARD,,3,12/13/2016,
MARLBORO,73 RIVER,,3,10/17/2016,
NEW BEDFORD,73-75 MYRTLE,,3,06/03/2014,
WORCESTER,730 GROVE,,3,12/12/2014,
MARION,732 MILL,,3,09/25/2014,
NEW BEDFORD,74 BAY,,3,07/02/2014,
HUDSON,74 BROAD,,3,08/27/2014,
WORCESTER,74 CHANDLER,,3,09/30/2014,
FAIRHAVEN,74 ELM,,3,09/30/2014,
MARLBORO,74 ESSEX,,3,10/23/2014,
FAIRHAVEN,74 FARMFIELD,,3,02/23/2016,
SHREWSBURY,74 HOWE,,3,08/06/2014,
HYDE PARK,74 SUMMER,,3,12/24/2014,
KINGSTON,74-78 SUMMER,,3,07/03/2014,
NEW BEDFORD,742 COUNTY,,3,06/12/2014,
NEW BEDFORD,744 BELLEVILLE,,3,05/22/2014,
HYDE PARK,746 BEECHMONT,,3,07/19/2016,
MARION,746 MILL,,3,07/25/2013,
WESTWOOD,75 BOSTON PROVIDENCE,,3,04/20/2012,
FRAMINGHAM,75 HERBERT,,3,10/12/2016,
HUDSON,75 HOUGHTON,,3,10/20/2016,
FRAMINGHAM,75 JOSEPH,,3,10/07/2013,
CAMBRIDGE,75 MOUNT AUBURN,,3,06/09/2016,
DARTMOUTH,75 THERESA,,3,08/11/2014,
CAMBRIDGE,75 WILSON,,3,08/29/2016,
WORCESTER,75-77 WEST BOYLSTON,,3,04/06/2015,
DEDHAM,750 EAST ST,,3,12/12/2016,
WORCESTER,750 GROVE,,3,08/04/2014,
CAMBRIDGE,750 MASSACHUSETTS,,3,06/23/2016,
WORCESTER,751-755 MAIN,,3,05/31/2016,
HYDE PARK,754 BEECHMONT,,3,07/19/2016,
WORCESTER,755 WEST BOYLSTON,,3,03/03/2016,
WORCESTER,756 PLEASANT,,3,10/29/2014,
HYDE PARK,76 AYLES,,3,05/27/2016,
WORCESTER,76 BROOKS,,3,09/26/2014,
DEDHAM,76 CHURCH,,3,11/03/2016,
NEW BEDFORD,76 COTTAGE,,3,07/02/2014,
WORCESTER,76 ELM,,3,05/14/2013,
NATICK,76 EVERETT,,3,04/29/2016,
CAMBRIDGE,76 FRESH POND,,3,09/29/2016,
DARTMOUTH,76 GREYSTONE,,3,07/15/2015,
WORCESTER,76 LOVELL,,3,11/14/2016,
WORCESTER,76 MASSASOIT,,3,09/25/2014,
WORCESTER,76 RICHLAND,,3,12/29/2016,
MILFORD,76 SCHOOL,,3,09/04/2014,
NEEDHAM,760 HIGHLAND,,3,12/15/2014,
HYDE PARK,766 HYDE PARK,,3,08/24/2016,
WORCESTER,766 PLEASANT,,3,10/29/2014,
NEW BEDFORD,769 NEW PLAINVILLE,,3,05/16/2014,
FRAMINGHAM,77 ARLINGTON,,3,06/23/2015,
NEW BEDFORD,77 BEDFORD,,3,05/09/2016,
CAMBRIDGE,77 BRATTLE,,3,10/19/2016,
HYDE PARK,77 DANNY,,3,04/28/2016,
HYDE PARK,77 DAVISON ST,,3,05/19/2016,
HUDSON,77 FORT MEADOW,,3,10/14/2016,
CAMBRIDGE,77 HANCOCK,,3,08/14/2015,
HYDE PARK,77 HARVARD,,3,02/25/2016,
FAIRHAVEN,77 HEDGE,,3,10/07/2014,
HUDSON,77 HOUGHTON,,3,08/28/2014,
SOMERVILLE,77 LIBERTY AVE,,3,10/21/2014,
NEW BEDFORD,77 OHIO,,3,07/15/2015,
WESTWOOD,77 PARKER,,3,07/27/2005,
UXBRIDGE,77 SOUTH MAIN,,3,07/06/2016,
HOPKINTON,77 WEST MAIN,,3,05/06/2015,
WORCESTER,772 PLEASANT,,3,10/25/2016,
NEW BEDFORD,773 SOUTH FIRST,,3,07/22/2015,
WORCESTER,774 PLEASANT,,3,10/29/2014,
WORCESTER,776 PLEASANT,,3,10/27/2016,
CAMBRIDGE,777 MEMORIAL,,3,11/04/2014,
WORCESTER,779 MAIN,,3,06/09/2014,
WORCESTER,78 1/2 WARD,,3,08/31/2016,
NEW BEDFORD,78 BROCK,,3,07/15/2014,
WORCESTER,78 BROWNELL,,3,09/26/2014,
NEEDHAM,78 HAWTHORN,,3,10/19/2016,
WESTWOOD,78 PHILLIPS BROOKS,,3,07/09/2015,
WEST BOYLSTON,78 PIERCE,,3,04/24/2014,
HYDE PARK,78 SEMINOLE,,3,08/15/2014,
HYDE PARK,78-80 ARLINGTON,,3,05/31/2016,
CAMBRIDGE,781 MAIN,,3,12/15/2016,
WORCESTER,782 PLEASANT,,3,07/13/2015,
CAMBRIDGE,783 MAIN,,3,04/07/2016,
HYDE PARK,784 TRUMAN,,3,12/22/2015,
NEW BEDFORD,786 BELLEVILLE,,3,05/22/2014,
SOMERVILLE,787 BROAD WAY,,3,06/09/2016,
FRAMINGHAM,79 BEACON,,3,10/04/2016,
HYDE PARK,79 BIRCHCROFT,,3,08/12/2014,
FRAMINGHAM,79 DUNSTER,,3,11/21/2014,
SOMERVILLE,79 FAIRFAX,,3,08/22/2014,
WORCESTER,79 SYLVAN,,3,09/22/2014,
WORCESTER,79 SYLVAN,,3,05/31/2016,
DEDHAM,79 TURNER,,3,09/28/2016,
WORCESTER,792 PLEASANT,,3,10/29/2014,
DEDHAM,796 BOSTON PROVIDENCE,,3,12/15/2016,
WORCESTER,796 PLEASANT,,3,10/28/2014,
WORCESTER,798-800 PLEASANT,,3,08/24/2016,
CAMBRIDGE,799 CONCORD,,3,12/02/2014,
FAIRHAVEN,8 ADAMS,,3,09/03/2014,
WORCESTER,8 ANNA,,3,12/05/2016,
WORCESTER,8 BANCROFT RD,,3,08/05/2015,
HYDE PARK,8 BARRY,,3,06/29/2016,
WORCESTER,8 BENEDICT,,3,08/26/2014,
CAMBRIDGE,8 BERKELEY,,3,10/02/2014,
WORCESTER,8 BOYLSTON,,3,11/06/2014,
NEW BEDFORD,8 BRIGHAM,,3,07/01/2014,
HYDE PARK,8 BUCKINGHAM,,3,05/09/2016,
WORCESTER,8 BUCKINGHAM,,3,09/30/2014,
MILFORD,8 CENTRAL,,3,04/11/2016,
NATICK,8 CHURCH,,2,04/25/2016,
HUDSON,8 COLLINS,,3,08/20/2014,
WESTBOROUGH,8 COLONIAL,,3,12/16/2014,
MILFORD,8 CORNELL,,3,08/29/2014,
WORCESTER,8 CREST,,3,11/21/2014,
DARTMOUTH,8 DELANO,,3,06/03/2014,
FAIRHAVEN,8 EVERGREEN,,3,07/23/2014,
SOMERVILLE,8 FAIRFAX,,3,12/07/2015,
CAMBRIDGE,8 FLORENCE,,3,04/03/2015,
SHREWSBURY,8 FOX HILL,,3,10/02/2014,
GRAFTON,8 GERSHOM,,3,07/06/2015,
WORCESTER,8 GREENDALE,,3,05/22/2015,
FAIRHAVEN,8 HAMLET,,3,07/28/2014,
FRAMINGHAM,8 HASTINGS,,3,12/08/2014,
FAIRHAVEN,8 HIGHLAND,,3,08/07/2014,
HYDE PARK,8 LEXINGTON,,3,06/10/2016,
NATICK,8 MAINE,,3,04/27/2016,
CAMBRIDGE,8 MAY,,3,12/16/2016,
HOPKINTON,8 MESERVE,,3,08/13/2014,
SOUTHBOROUGH,8 MITCHELL,,3,10/06/2014,
FAIRHAVEN,8 NONQUITT,,3,12/29/2016,
WORCESTER,8 NORTH,,3,10/17/2014,
MARION,8 PIE,,3,10/02/2014,
HUDSON,8 RICHARDSON,,3,10/05/2016,
WORCESTER,8 SOUTHVIEW,,3,10/01/2014,
MAYNARD,8 SUNSET,,3,09/23/2015,
FAIRHAVEN,8 TURNER,,3,09/17/2014,
WORCESTER,8 VAN,,3,11/06/2014,
MILLBURY,8 WARD,,3,10/13/2016,
HYDE PARK,8 WOLCOTT,,3,04/28/2016,
HOPKINTON,8 WOODVIEW,,3,10/17/2014,
HOPEDALE,80 ADIN,,3,01/04/2016,
HYDE PARK,80 COMO,,3,04/04/2016,
WORCESTER,80 COPPERFIELD,,3,10/08/2014,
NEW BEDFORD,80 EARLE,,3,05/29/2014,
STOW,80 GLEASONDALE,,3,11/10/2015,
HOPKINTON,80 HAYDEN ROWE,,3,09/29/2014,
WORCESTER,80 KENBERMA,,3,12/10/2014,
FRAMINGHAM,80 NEW YORK,,3,12/03/2015,
WORCESTER,80 OREAD,,3,10/22/2014,
DARTMOUTH,80 PROSPECT,,3,10/29/2013,
SUTTON,80 PROVIDENCE,,3,11/19/2014,
SUTTON,80 PROVIDENCE,,3,04/16/2015,
WORCESTER,80 RICHMOND,,3,05/12/2014,
HYDE PARK,80 TACOMA,,3,06/06/2016,
SOMERVILLE,80 WINSLOW,,2,12/19/2016,
HYDE PARK,800 RIVER,,3,08/18/2014,
WESTBOROUGH,8004 AMBASSADOR,,3,07/15/2016,
HYDE PARK,804 HYDE PARK,,3,11/21/2014,
NEW BEDFORD,805 BROCK,,3,07/15/2014,
WORCESTER,805 MAIN,,3,10/03/2014,
SOMERVILLE,81 BELMONT,,3,07/03/2015,
GRAFTON,81 CREEPER HILL,,3,07/28/2014,
WORCESTER,81 HEYWOOD,,3,10/21/2014,
HOLDEN,81 HOLDEN,,3,11/26/2014,
WORCESTER,81 MOORE,,3,10/21/2014,
DEDHAM,81 PACELLA,,3,09/16/2014,
HYDE PARK,81 SUMMER,,3,08/30/2016,
WORCESTER,81 SUMMER,,3,12/04/2014,
MARION,81 WATER,,3,10/01/2014,
WORCESTER,81 WEST BOYLSTON,,3,09/16/2014,
CAMBRIDGE,810 MAIN,,3,12/15/2016,
CAMBRIDGE,810 MAIN ST,,3,07/23/2014,
NEW BEDFORD,810 SHAWMUT,,3,07/27/2015,
NORTHBORO,8108 SHOPS,,3,04/14/2015,
WORCESTER,812 PLEASANT,,3,10/28/2014,
CAMBRIDGE,816 MEMORIAL,,3,12/11/2015,
WORCESTER,82 ALVARADO,,3,08/12/2014,
HYDE PARK,82 ARLINGTON,,3,05/31/2016,
MARLBORO,82 ASHLEY,,3,08/18/2015,
WORCESTER,82 MAY,,3,10/01/2014,
CAMBRIDGE,82 MOUNT AUBURN,,3,06/09/2016,
NATICK,82 UNION,,3,09/10/2014,
HOLLISTON,82 WEDGEWOOD,,3,05/20/2016,
HYDE PARK,820 HYDE PARK,,3,08/24/2016,
NEW BEDFORD,821 PINE HILL,,3,05/08/2014,
HYDE PARK,826 HYDE PARK,,3,08/24/2016,
NATICK,829-881 WORCESTER,,3,05/07/2014,
FRAMINGHAM,83 BEAVER PARK,,3,06/16/2015,
WORCESTER,83 FOREST,,3,10/02/2014,
WORCESTER,83 PENN,,3,10/16/2014,
NEW BEDFORD,83 RUTH,,3,08/12/2015,
NEW BEDFORD,83 SEYMOUR,,3,07/14/2014,
NEEDHAM,83 WEBSTER,,3,10/30/2015,
HYDE PARK,830 TRUMAN,,3,09/02/2016,
WORCESTER,830 WEST BOYLSTON,,3,03/03/2016,
WORCESTER,84 CLARK,,3,10/03/2014,
GRAFTON,84 CREEPER HILL,,3,06/26/2015,
MARLBORO,84 HIGHLAND,,3,11/26/2014,
WORCESTER,84 LOXWOOD,,3,05/28/2014,
CAMBRIDGE,84 MASSACHUSETTS,,3,06/17/2016,
CAMBRIDGE,84 MASSACHUSETTS,,3,12/15/2016,
WORCESTER,84 PLANTATION,,3,09/30/2014,
WESTWOOD,84 WASHINGTON ST,,3,11/09/2015,
HYDE PARK,842 TRUMAN,,3,12/29/2014,
NEW BEDFORD,844 ACUSHNET,,3,06/29/2016,
HYDE PARK,846 HYDE PARK,,3,08/24/2016,
DEDHAM,85 BERLIN,,3,09/21/2016,
NEEDHAM,85 BLAKE,,3,10/25/2016,
HYDE PARK,85 FARADAY,,3,09/01/2016,
NORTHBORO,85 LINCOLN,,3,12/30/2014,
WORCESTER,85 LOCUST,,3,11/26/2014,
CARVER,85 MAIN,,3,12/08/2016,
KINGSTON,85 MAIN,,3,05/21/2015,
FAIRHAVEN,85 MIDDLE,,3,09/23/2014,
WESTWOOD,85 PHILLIPS BROOKS,,3,08/09/2016,
WORCESTER,85 SALISBURY,,3,05/29/2015,
MARION,85 WATER,,3,10/01/2014,
HOLDEN,85 WINFIELD,,3,03/31/2015,
DEDHAM,85-87 QUINCY,,3,09/19/2014,
NEW BEDFORD,850 CHURCH,,3,11/01/2016,
HYDE PARK,86 BEACON,,3,07/22/2016,
WESTWOOD,86 FEARING,,3,07/10/2015,
WORCESTER,86 MAY,,3,10/01/2014,
WORCESTER,86 MOORE,,3,10/06/2015,
WORCESTER,86 QUINAPOXET,,3,12/20/2016,
WORCESTER,86 SEYMOUR,,3,10/01/2014,
DARTMOUTH,86 WILBUR,,3,07/28/2015,
HYDE PARK,869 RIVER,,3,03/14/2016,
HYDE PARK,87 COMO,,3,03/10/2016,
WORCESTER,87 EAGLE,,3,12/02/2014,
NEW BEDFORD,87 HATCH,,3,05/27/2014,
KINGSTON,87 MAIN,,3,10/04/2016,
NEW BEDFORD,87 MATTHEW,,3,07/22/2016,
DEDHAM,87 ROSEMARY,,3,06/30/2010,
WORCESTER,87 SAGAMORE,,3,06/13/2014,
NEW BEDFORD,87 SUTTON,,3,06/04/2014,
CAMBRIDGE,875 MAIN,,3,12/15/2016,
NEW BEDFORD,878 BELLEVILLE,,3,05/21/2014,
WORCESTER,88 AMHERST,,3,08/12/2014,
HYDE PARK,88 AUSTIN,,3,05/11/2016,
SOMERVILLE,88 BELMONT,,3,07/13/2015,
WORCESTER,88 BRANDON,,3,09/25/2014,
WORCESTER,88 CHANDLER,,3,11/19/2014,
HYDE PARK,88 COMO,,3,10/23/2014,
NEW BEDFORD,88 COVELL,,3,05/22/2014,
HYDE PARK,88 GORDON,,3,07/15/2016,
DARTMOUTH,88 HATHAWAY,,3,10/26/2015,
NATICK,88 PARK,,3,08/02/2016,
SOMERVILLE,88 PROSPECT,,3,09/12/2014,
WORCESTER,88 SAGAMORE,,3,06/13/2014,
NEEDHAM,88 STANDISH,,3,09/11/2014,
WORCESTER,880 MAIN,,3,06/05/2015,
CAMBRIDGE,881 MASSACHUSETTS,,3,06/16/2015,
CAMBRIDGE,888 MASSACHUSETTS,,3,06/20/2016,
WORCESTER,89 CLOVER,,3,11/04/2016,
SOMERVILLE,89 ELM,,3,08/18/2016,
FAIRHAVEN,89 FORT,,3,06/01/2015,
HYDE PARK,89 READVILLE,,3,04/29/2016,
MILFORD,89-91 MEDWAY,,3,05/15/2015,
MILFORD,89-91 SCHOOL,,3,04/28/2016,
MARION,9 ALLEN,,3,09/22/2014,
WORCESTER,9 ARBOR VITAE,,3,11/04/2014,
WORCESTER,9 BENEDICT,,3,08/26/2014,
WORCESTER,9 BIRMINGHAM,,3,09/23/2014,
MILLBURY,9 BURBANK,,3,11/12/2014,
WORCESTER,9 BURNCOAT,,3,09/26/2014,
MATTAPOISETT,9 CAPTAINS,,3,09/10/2014,
MATTAPOISETT,9 CATHAWAY,,3,09/26/2014,
WORCESTER,9 COBURN,,3,10/07/2014,
SHREWSBURY,9 COOK,,3,08/23/2016,
CAMBRIDGE,9 DANA,,3,11/18/2015,
WORCESTER,9 DANIELS,,3,01/29/2016,
WORCESTER,9 DEAN,,3,11/04/2015,
MILFORD,9 DIVITTORIO,,3,08/15/2016,
DARTMOUTH,9 DRIFTWOOD,,3,08/01/2014,
MARLBORO,9 EAST MAIN,,3,11/17/2014,
WORCESTER,9 EAST MOUNTAIN,,3,08/12/2015,
FAIRHAVEN,9 EDDY,,3,12/09/2016,
CARVER,9 EDGEWOOD,,3,04/20/2016,
CAMBRIDGE,9 ELMWOOD,,3,06/10/2016,
FAIRHAVEN,9 GARDNER,,3,10/29/2014,
SOMERVILLE,9 HARRISON,,3,10/28/2014,
FAIRHAVEN,9 HEDGE,,3,10/07/2014,
NEW BEDFORD,9 HOLDEN,,3,05/22/2014,
DARTMOUTH,9 HOWLAND,,3,07/24/2015,
SHREWSBURY,9 HYLAIR,,3,05/05/2015,
WEST BOYLSTON,9 MAPLE,,3,11/20/2014,
WORCESTER,9 MATTSON,,3,08/26/2015,
WESTBOROUGH,9 MAYNARD,,3,08/30/2016,
WORCESTER,9 MOUNT HOLYOKE,,3,09/19/2016,
WORCESTER,9 NOTTINGHAM,,3,10/17/2014,
FAIRHAVEN,9 ORCHARD,,3,08/13/2014,
HUDSON,9 PALMIERI,,3,11/03/2016,
WORCESTER,9 PATCH RESERVOIR,,3,10/22/2014,
MAYNARD,9 PATTI,,3,09/23/2015,
HYDE PARK,9 PERKINS,,3,12/23/2014,
DARTMOUTH,9 PLEASANT,,3,09/16/2014,
FAIRHAVEN,9 SEBEC ST,,3,08/08/2014,
AUBURN,9 SHIRLEY,,3,12/23/2016,
WORCESTER,9 STAFFORD,,3,09/25/2014,
WORCESTER,9 STEELE,,3,10/01/2014,
FRAMINGHAM,9 STILLMAN,,3,10/06/2016,
NORTHBORO,9 STONE,,3,10/10/2014,
NATICK,9 STRATFORD,,3,11/17/2014,
MILLBURY,9 SULLIVAN,,3,11/10/2014,
WORCESTER,9 TALLAWANDA,,3,05/27/2016,
WORCESTER,9 VARNUM,,3,04/30/2014,
NEEDHAM,9 WACHUSETT,,3,10/17/2016,
FAIRHAVEN,9 WILDING,,3,10/28/2014,
NORTHBRIDGE,9-11 ARCADE,,3,10/16/2014,
SOMERVILLE,9-11 WOODS,,3,05/21/2014,
WORCESTER,90 ALVARADO,,3,08/12/2014,
CAMBRIDGE,90 BROADWAY,,3,06/16/2016,
NEW BEDFORD,90 BROCK,,3,07/15/2014,
CAMBRIDGE,90 CLARENDON,,3,10/23/2014,
CAMBRIDGE,90 CLARENDON,,3,11/02/2015,
SOMERVILLE,90 CLARENDON,,3,08/20/2014,
WORCESTER,90 COMMODORE,,3,10/08/2014,
FRAMINGHAM,90 EAMES,,3,06/25/2015,
WORCESTER,90 HOLDEN,,3,12/02/2014,
WORCESTER,90 KENBERMA,,3,12/05/2014,
HYDE PARK,90 LODGEHILL,,3,07/19/2016,
NEW BEDFORD,90 MOSS,,3,07/11/2014,
DEDHAM,90 VINCENT,,3,09/29/2014,
HOLDEN,90 WOODRIDGE,,3,10/20/2016,
NEW BEDFORD,900 BELLEVILLE,,3,05/21/2014,
NEW BEDFORD,902 TERRY,,3,05/14/2014,
NEW BEDFORD,906 BELLEVILLE,,3,05/21/2014,
WORCESTER,907 PLEASANT,,3,10/28/2014,
HYDE PARK,908 METROPOLITAN,,3,07/01/2016,
HYDE PARK,91 BRADLEE,,3,04/22/2016,
HYDE PARK,91 CHILD,,3,05/16/2016,
MATTAPOISETT,91 COUNTY,,3,10/02/2014,
MATTAPOISETT,91 FAIRHAVEN,,3,05/29/2015,
WORCESTER,91 NEW BOND,,3,09/17/2015,
WORCESTER,91 PARKTON,,3,10/23/2014,
WORCESTER,91 SEYMOUR,,3,09/20/2016,
KINGSTON,91 SUMMER,,3,07/03/2014,
NEW BEDFORD,91-93 MERRIMAC,,3,08/08/2016,
NEW BEDFORD,918 PINE HILL,,3,05/08/2014,
WORCESTER,92 BRANDON,,3,07/15/2015,
CAMBRIDGE,92 BRATTLE,,3,10/23/2014,
HYDE PARK,92 DEFOREST,,3,09/12/2016,
NEW BEDFORD,92 SMITH,,3,06/20/2016,
SOMERVILLE,92 UNION,,3,11/22/2016,
ASHLAND,92 WINTER,,3,06/21/2016,
HYDE PARK,920 METROPOLITAN,,3,12/22/2014,
DARTMOUTH,925 ALLEN,,3,06/16/2014,
AUBURN,93 BOYCE,,3,11/04/2014,
MATTAPOISETT,93 FAIRHAVEN,,3,05/29/2015,
HYDE PARK,93 FARADAY,,3,09/01/2016,
WORCESTER,93 MORNINGSIDE,,3,10/23/2014,
HOLLISTON,93 NORLAND,,3,10/05/2016,
NATICK,93 NORTH,,3,07/03/2014,
SOMERVILLE,93 OSSIPEE,,3,08/27/2014,
NEW BEDFORD,93 SEYMOUR,,3,08/26/2015,
MARLBORO,93 WARREN,,3,08/15/2016,
NORTHBORO,93 WASHBURN,,3,12/31/2014,
HOLDEN,93 WINFIELD,,3,11/28/2014,
HYDE PARK,938 METROPOLITAN,,3,03/07/2016,
WORCESTER,94 MASSASOIT,,3,09/25/2014,
NEW BEDFORD,94 WALDEN,,3,06/19/2014,
DEDHAM,94 WOODLEIGH,,3,11/02/2016,
WORCESTER,940 PLEASANT,,3,10/28/2014,
NEW BEDFORD,941 HILLCREST,,3,05/08/2014,
WORCESTER,946 PLEASANT,,3,10/25/2016,
HOLLISTON,95 GREGORY,,3,05/17/2016,
WEST BOYLSTON,95 TEMPLE,,3,07/08/2015,
NEW BEDFORD,95-97 HATCH,,3,05/27/2014,
KINGSTON,95-97 SUMMER,,3,06/04/2015,
NEW BEDFORD,950 KINGS,,3,10/31/2012,
NEEDHAM,954 WEBSTER,,3,12/12/2013,
CAMBRIDGE,96 CONCORD,,3,10/22/2014,
HYDE PARK,96 DANNY,,3,04/28/2016,
NATICK,96 SPEEN,,3,11/29/2016,
WEST BOYLSTON,96 TEMPLE,,3,05/06/2014,
GRAFTON,96 WORCESTER,,3,04/06/2015,
NEW BEDFORD,963 HOMESTEAD,,3,05/20/2014,
WORCESTER,97 BEECHING,,3,08/26/2014,
WORCESTER,97 BRATTLE,,3,09/25/2014,
WORCESTER,97 CAMBRIDGE,,3,09/08/2015,
FAIRHAVEN,97 CENTER,,3,09/03/2014,
HYDE PARK,97 CHILD,,3,10/17/2014,
FAIRHAVEN,97 CHURCH,,3,06/21/2015,
WORCESTER,97 EPWORTH,,3,12/04/2014,
HYDE PARK,97 FARADAY,,3,10/03/2016,
NATICK,97 NORTH MAIN,,3,12/01/2016,
FRAMINGHAM,97-99 MANSFIELD,,3,11/13/2014,
HYDE PARK,97-99 WOOD,,3,06/27/2016,
WORCESTER,970 MAIN,,3,06/11/2014,
WORCESTER,970 PLEASANT,,3,10/27/2015,
DARTMOUTH,975 ALLEN,,3,06/16/2014,
NEW BEDFORD,975 STRATFORD,,3,05/20/2014,
CAMBRIDGE,98 ALLSTON,,3,08/29/2016,
HYDE PARK,98 HIGHLAND,,3,11/17/2014,
NEW BEDFORD,98 MADISON,,3,06/24/2014,
MARLBORO,98 SANDINI,,3,11/28/2014,
ASHLAND,98 WARREN,,3,08/12/2014,
MILFORD,98 WEST,,3,09/26/2016,
HYDE PARK,980 AMERICAN LEGION,,3,09/06/2016,
FRAMINGHAM,980 PLEASANT,,3,04/22/2014,
WORCESTER,981 GRAFTON,,3,12/15/2014,
NEW BEDFORD,981 STRATFORD,,3,07/08/2015,
WORCESTER,982 MAIN,,3,09/14/2016,
WORCESTER,99 BEECHING,,3,08/26/2014,
FAIRHAVEN,99 CHURCH,,3,09/10/2014,
DEDHAM,99 CURVE,,3,08/19/2014,
WORCESTER,99 EUREKA,,3,11/03/2016,
WORCESTER,99 HOPE,,3,12/16/2014,
FRAMINGHAM,99 KENDALL,,3,07/22/2015,
