Leak #,Reported Address,Cross street,Town,Reported Date,15-SQ-05 Class,16-SQ-05 Class,17-SQ-05 Class,Note,State
4893748,15 MOFFAT RD,,QUINCY,6/25/15,Not Discovered Yet,3,3,,MA
7330121,15 N BEACON ST,,BRIGHTON,11/2/16,Not Discovered Yet,Not Discovered Yet,2,,MA
246975,15 NEWBURY ST,,REVERE,6/16/03,3,3,3,,MA
235708,15 NICHOLS AV,,LYNN,9/25/02,3,3,3,,MA
291935,15 NOTRE DAME RD,,ACTON,6/21/06,3,3,3,,MA
304739,15 OAK ST,,WEYMOUTH,9/24/07,3,3,3,,MA
325761,15 OLD SUDBURY RD,,LINCOLN,7/10/09,3,3,3,,MA
4524650,15 OLSEN RD,,PEABODY,6/12/15,Not Discovered Yet,3,3,,MA
271546,15 PARKVIEW AV,,NEWTON,2/7/05,3,3,3,,MA
1338964,15 PHEASANT RD,,NEWTON,9/3/13,3,3,3,,MA
347523,15 PHILLIPS ST,,MARBLEHEAD,6/6/11,3,3,3,,MA
5089750,15 PIERCE ST,,QUINCY,7/29/15,Not Discovered Yet,3,3,,MA
221365,15 PIGGOTT RD,,MEDFORD,9/7/01,3,3,3,,MA
1671290,15 PINE GROVE AVE,,LYNN,6/20/14,3,3,3,,MA
7326701,15 PRAY ST,,QUINCY,6/10/16,Not Discovered Yet,Not Discovered Yet,3,,MA
4861887,15 PROSPECT AVE,,SWAMPSCOTT,7/15/15,Not Discovered Yet,3,3,,MA
292023,15 PURITAN RD,,SOMERVILLE,8/29/06,3,3,3,,MA
329593,15 PUTNAM RD,,ARLINGTON,1/6/10,3,3,3,,MA
230946,15 REALTON RD,,WEST ROXBURY,5/22/02,3,3,3,,MA
463553,15 RIDGE ST,,ARLINGTON,9/22/11,3,3,3,,MA
1395865,15 RIDGEWAY ST,,QUINCY,9/16/13,3,3,3,,MA
191980,15 ROBBINS ST,,ACTON,5/22/00,3,3,3,,MA
7327433,15 ROCKLAND RD,,DANVERS,7/12/16,Not Discovered Yet,Not Discovered Yet,3,,MA
4630884,15 ROLLINGWOOD LN,,CONCORD,6/24/15,Not Discovered Yet,3,3,,MA
335508,15 ROTHERWOOD RD,,NEWTON,7/10/10,3,3,3,,MA
7325821,15 ROWELL AVE,,BEVERLY,5/17/16,Not Discovered Yet,Not Discovered Yet,3,,MA
290020,15 RUSSELL ST,,ARLINGTON,6/29/06,3,3,3,,MA
7321687,15 S MAIN ST,,NORTH BROOKFIELD,11/30/15,Not Discovered Yet,3,3,,MA
1060623,15 S PROSPECT ST,,HAVERHILL,11/23/12,3,3,3,,MA
317409,15 SAINT AGATHA RD,,MILTON,12/30/08,3,3,3,,MA
261062,15 SHERIDAN AV,,MEDFORD,6/9/04,3,3,3,,MA
7326274,15 SILLOWAY ST,,DORCHESTER,6/2/16,Not Discovered Yet,Not Discovered Yet,2,,MA
3649931,15 SOMERSET ST,,BOSTON,4/2/15,Not Discovered Yet,3,3,,MA
233463,15 SQUANTUM ST,,MILTON,7/31/02,3,3,3,,MA
5070783,15 SUNNYSIDE RD,,LYNN,7/15/15,Not Discovered Yet,3,3,,MA
124908,15 SYLVESTER RD,,DORCHESTER,6/18/98,3,3,3,,MA
1349870,15 TEMPLE PL,,LYNN,9/6/13,3,3,3,,MA
157982,15 TEMPLE TER,,BEDFORD,11/30/99,3,3,3,,MA
485399,15 TRENTON ST,,MELROSE,10/24/11,3,3,3,,MA
191400,15 VINE ST,,SAUGUS,5/5/00,3,3,3,,MA
329976,15 VISTA AVE,,NEWTON,11/9/09,3,3,3,,MA
7329825,15 WADSWORTH AVE,,REVERE,10/25/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7324949,15 WAITT AVE,,LYNN,3/24/16,Not Discovered Yet,Not Discovered Yet,3,,MA
427762,15 WARREN ST,,SALEM,9/20/11,3,3,3,,MA
93459,15 WEST ST,,LEOMINSTER,11/21/94,3,3,3,,MA
191375,15 WEST ST,,MALDEN,5/15/00,3,3,3,,MA
322352,15 WHEELWRIGHT RD,,MEDFORD,5/7/09,3,3,3,,MA
305354,15 WHITFORD ST,,ROSLINDALE,7/16/07,3,3,3,,MA
7323479,15 WILDMEADOW RD,,BOXFORD,2/16/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7325165,15 WILDMEADOW RD,,BOXFORD,4/22/16,Not Discovered Yet,Not Discovered Yet,3,,MA
2795941,15 WILDWOOD DR,,BEDFORD,11/23/14,3,3,3,,MA
191811,15 WILSON RD,,STONEHAM,5/22/00,3,3,3,,MA
276487,15 WINDSOR RD,,MILTON,6/29/05,3,3,3,,MA
5352314,15 WINTER ST,,SALEM,8/19/15,Not Discovered Yet,3,3,,MA
1404340,15 WINTER ST,,SAUGUS,11/12/13,3,3,3,,MA
570004,15 WOODALE RD,,LYNN,10/17/11,3,3,3,,MA
333664,15 WOODMAN CIR,,WEYMOUTH,5/20/10,3,3,3,,MA
155388,15 YORKSHIRE DR,,LYNNFIELD,9/7/99,3,3,3,,MA
259391,15.5 MT VERNON ST,,DORCHESTER,4/20/04,3,3,2,,MA
313651,150 AYER RD,,LITTLETON,8/5/08,3,3,3,,MA
986122,150 CASTLE RD,,NAHANT,8/16/12,3,3,3,,MA
7325057,150 CYPRESS ST,,BROOKLINE,4/22/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7326697,150 E HOWARD ST,,QUINCY,6/7/16,Not Discovered Yet,Not Discovered Yet,3,,MA
3860706,150 GROVE ST,,BELMONT,4/18/15,Not Discovered Yet,3,3,,MA
223879,150 QUINCY AV,,QUINCY,11/14/01,3,3,3,,MA
247313,150 RUGGLES ST,,ROXBURY,6/18/03,3,3,3,,MA
252411,150 SHAWMUT AV,,BOSTON,9/25/03,3,3,3,,MA
223899,150 W MAIN ST,,EAST BROOKFIELD,11/9/01,3,3,3,,MA
271518,150 WOODLAND RD,,BROOKLINE,2/1/05,3,3,3,,MA
242484,1500 MAIN ST,,WALTHAM,2/21/03,3,3,3,,MA
7330226,1508 MASSACHUSETTS AVE,,LEXINGTON,11/9/16,Not Discovered Yet,Not Discovered Yet,3,,MA
289300,151 BRADLEE AV,,SWAMPSCOTT,6/8/06,3,3,3,,MA
123956,151 BROOKLINE AV,,BOSTON,5/21/98,3,3,3,,MA
7330767,151 CAMBRIDGE ST,,BOSTON,12/19/16,Not Discovered Yet,Not Discovered Yet,1,,MA
198260,151 EAST ST,,LEXINGTON,10/3/00,3,3,3,,MA
314012,151 FAIRMOUNT ST,,DORCHESTER,9/9/08,3,3,3,,MA
1188178,151 HARTWELL RD,,BEDFORD,3/26/13,3,3,3,,MA
7325820,151 LINWOOD AVE,,NEWTON,4/28/16,Not Discovered Yet,Not Discovered Yet,3,,MA
295708,151 MAIN ST,,WEYMOUTH,11/29/06,3,3,3,,MA
1277791,151 MINOT ST,,DORCHESTER,4/24/13,3,3,3,,MA
955872,151 NAHANT RD,,NAHANT,8/7/12,3,3,3,,MA
325778,151 SCHOOL ST,,REVERE,8/21/09,3,3,3,,MA
4630499,151 SPENCER AVE,,CHELSEA,6/23/15,Not Discovered Yet,3,3,,MA
230922,151 W BROADWAY,,SOUTH BOSTON,5/15/02,3,3,3,,MA
1669624,151 WALNUT ST,,LYNN,5/30/14,3,3,3,,MA
193346,151 WARREN ST,,ARLINGTON,6/22/00,3,3,3,,MA
216566,1510 MONUMENT ST,,CONCORD,5/11/01,3,3,3,,MA
328709,1514 BLUE HILL AVE,,DORCHESTER,12/3/09,3,3,3,,MA
313417,1515 COMMONWEALTH AVE,,BRIGHTON,8/20/08,3,3,3,,MA
316548,1519 BLUE HILL AVE,,DORCHESTER,12/9/08,3,3,3,,MA
1393337,152 5TH ST,,LEOMINSTER,10/3/13,3,3,3,,MA
337724,152 COMMONWEALTH AVE,,BOSTON,9/25/10,3,3,3,,MA
199621,152 DRESSER ST,,SOUTHBRIDGE,10/18/00,3,3,3,,MA
311133,152 KELTON ST,,BRIGHTON,6/4/08,3,3,3,,MA
310741,152 LAKE ST,,BRIGHTON,5/21/08,3,3,3,,MA
1237948,152 LONDON ST,,EAST BOSTON,5/28/13,3,3,3,,MA
7323790,152 SOUTH RD,,BEDFORD,2/29/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1775236,152 STRATFORD ST,,WEST ROXBURY,9/11/14,3,3,3,,MA
249830,1526 TREMONT ST,,ROXBURY,8/19/03,3,3,3,,MA
1158020,153 CENTRAL ST,,HINGHAM,2/13/13,3,3,3,,MA
235652,153 COLONIAL RD,,ABINGTON,9/9/02,3,3,3,,MA
288551,153 CONCORD RD,,LINCOLN,5/25/06,3,3,3,,MA
39368,153 KENDRICK AV,,QUINCY,5/26/94,3,3,3,,MA
4295878,153 RIVER ST,,SOUTHBRIDGE,9/11/14,Missed,3,3,,MA
279899,153 RIVER ST,,WALTHAM,9/22/05,3,3,3,,MA
7327746,153 WASHINGTON ST,,BELMONT,7/13/16,Not Discovered Yet,Not Discovered Yet,3,,MA
223910,1535 MAIN ST,,LEICESTER,11/6/01,3,3,3,,MA
319730,154 CENTRE ST,,DORCHESTER,2/26/09,3,3,3,,MA
112039,154 CRANBERRY RD,,WHITMAN,5/6/97,3,3,3,,MA
321245,154 CYPRESS ST,,WATERTOWN,3/5/09,3,3,3,,MA
7330554,154 DURNELL AVE,,ROSLINDALE,12/6/16,Not Discovered Yet,Not Discovered Yet,2,,MA
7327464,154 MAIN ST,,READING,7/12/16,Not Discovered Yet,Not Discovered Yet,3,,MA
2339531,154 OLIVER ST,,MALDEN,12/27/14,3,3,3,,MA
7326612,154 PARMENTER RD,,NEWTON,6/6/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7321009,154 PAYSON RD,,BELMONT,10/28/15,Not Discovered Yet,3,3,,MA
302239,154 QUINCY AVE,,QUINCY,7/1/07,3,3,3,,MA
217426,154 UNIVERSITY RD,,BROOKLINE,6/7/01,3,3,3,,MA
7327623,154 WORDSWORTH ST,,EAST BOSTON,7/14/16,Not Discovered Yet,Not Discovered Yet,2,,MA
1658606,1547 BEACON ST,,BROOKLINE,5/27/14,3,3,3,,MA
247165,1548 MAIN ST,,LEICESTER,6/2/03,3,3,3,,MA
7323671,155 ASSEMBLY SQUARE DR,,SOMERVILLE,2/25/16,Not Discovered Yet,Not Discovered Yet,2A,,MA
322127,155 BOSTON AVE,,SOMERVILLE,4/28/09,3,3,3,,MA
316554,155 CONGRESS ST,,BOSTON,11/25/08,3,3,3,,MA
304222,155 GOODALE ST,,PEABODY,9/4/07,3,3,3,,MA
5352231,155 GOODALE ST,,PEABODY,8/19/15,Not Discovered Yet,3,3,,MA
7322544,155 JACKSON ST,,NEWTON,12/26/15,Not Discovered Yet,Missed 2,3,,MA
41541,155 LYNNFIELD ST,,LYNN,12/15/91,3,3,3,,MA
7327282,155 MASON TER,,BROOKLINE,7/8/16,Not Discovered Yet,Not Discovered Yet,3,,MA
4509352,155 QUINCY ST,,QUINCY,6/10/15,Not Discovered Yet,3,3,,MA
252828,1557 BLUE HILL AV,,DORCHESTER,10/3/03,3,3,3,,MA
1659475,1557 BLUE HILL AVE,,DORCHESTER,6/2/14,3,3,3,,MA
324729,156 BABCOCK ST,,QUINCY,7/10/09,3,3,3,,MA
3724393,156 BRIDGE RD,,SALISBURY,4/1/15,Not Discovered Yet,3,3,,MA
328740,156 BROCKTON CIR,,HULL,12/4/09,3,3,3,,MA
7321048,156 CAMBRIDGE ST,,BURLINGTON,11/2/15,Not Discovered Yet,3,3,,MA
194372,156 ELM ST,,QUINCY,7/17/00,3,3,3,,MA
6563472,156 FAYS AVE,,LYNN,10/4/15,Not Discovered Yet,3,3,,MA
310542,156 LAWTON ST,,BROOKLINE,5/15/08,3,3,3,,MA
1336115,156 OAK ST,,NEWTON,8/22/13,3,3,3,,MA
325570,156 WARREN ST,,REVERE,8/17/09,3,3,3,,MA
7327851,156 WASHINGTON ST,,GROVELAND,7/27/16,Not Discovered Yet,Not Discovered Yet,3,,MA
3815430,1568 DORCHESTER AVE,,DORCHESTER,3/9/15,Not Discovered Yet,3,3,,MA
220857,157 ARLINGTON ST,,MEDFORD,8/21/01,3,3,3,,MA
1745073,157 FAYS AVE,,LYNN,9/4/14,3,3,3,,MA
338049,157 WALWORTH ST,,ROSLINDALE,8/18/10,3,3,3,,MA
261793,1571 COMMERCIAL ST,,WEYMOUTH,6/14/04,3,3,3,,MA
155199,1571 MAIN ST,,LEICESTER,9/2/99,3,3,3,,MA
333836,1573 MAIN ST,,LEICESTER,5/17/10,3,3,3,,MA
334968,1575 VETERANS OF FOREIGN WARS PKY,,WEST ROXBURY,6/30/10,3,3,3,,MA
94062,1576 MAIN ST,,LEICESTER,8/13/93,3,3,3,,MA
257752,158 BALLOU AV,,DORCHESTER,2/27/04,3,3,3,,MA
122927,158 DORCHESTER ST,,SOUTH BOSTON,4/21/98,3,3,3,,MA
321272,158 GLEN RD,,WELLESLEY,2/8/09,3,3,3,,MA
3566500,158 GLEN RD,,WESTON,3/28/15,Not Discovered Yet,3,3,,MA
1779707,158 GLENWAY ST,,DORCHESTER,9/26/14,3,3,3,,MA
317399,158 PINE ST,,WEYMOUTH,12/21/08,3,3,3,,MA
349708,158 SHERBURN CIR,,WESTON,8/22/11,3,3,3,,MA
1362446,158 SUMMER ST,,ARLINGTON,9/10/13,3,3,2,,MA
7326965,158 WILLOW RD,,NAHANT,6/23/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7327626,158 WORDSWORTH ST,,EAST BOSTON,7/14/16,Not Discovered Yet,Not Discovered Yet,3,,MA
321532,159 BEECHWOOD ST,,COHASSET,4/14/09,3,3,3,,MA
127927,159 BRIDGE ST,,WEYMOUTH,8/24/98,3,3,3,,MA
349407,159 ENDICOTT ST,,DANVERS,8/4/11,3,3,3,,MA
7331107,159 GLENELLEN RD,,WEST ROXBURY,10/12/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1594087,159 HAWTHORNE RD,,BRAINTREE,3/25/14,3,3,3,,MA
322761,159 KING AVE,,WEYMOUTH,5/20/09,3,3,3,,MA
2001334,159 MAPLE ST,,DANVERS,11/3/14,3,3,3,,MA
5290524,159 MOUNT AUBURN ST,,WATERTOWN,5/26/15,Not Discovered Yet,3,3,,MA
4631225,159 MYSTIC ST,,ARLINGTON,6/17/15,Not Discovered Yet,3,3,,MA
314078,159 PINE ST,,QUINCY,9/1/08,3,3,3,,MA
1683019,159 PLEASANT ST,,ARLINGTON,6/2/14,3,3,3,,MA
5865671,159 RESERVOIR RD,,QUINCY,9/3/15,Not Discovered Yet,3,3,,MA
2819606,1597 MONUMENT ST,,CONCORD,6/11/14,3,3,3,,MA
130250,16 ALGONQUIN ST,,DORCHESTER,10/19/98,3,3,3,,MA
5200165,16 ALLEYNE ST,,WEST ROXBURY,8/7/15,Not Discovered Yet,3,3,,MA
296684,16 ASTI AV,,REVERE,1/8/07,3,3,3,,MA
7325125,16 AZEL RD,,BRAINTREE,4/22/16,Not Discovered Yet,Not Discovered Yet,3,,MA
194850,16 BANKS TER,,SWAMPSCOTT,6/27/00,3,3,3,,MA
7330950,16 BAYSWATER ST,,EAST BOSTON,10/21/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1712728,16 BEAVER AVE,,LYNNFIELD,8/6/14,3,3,3,,MA
349171,16 BONAD RD,,STONEHAM,8/3/11,3,3,3,,MA
1621567,16 BOWKER ST,,LEXINGTON,4/12/14,3,3,3,,MA
337699,16 BRADFIELD AVE,,ROSLINDALE,8/5/10,3,3,3,,MA
6748088,16 BRAMAN ST,,DANVERS,10/7/15,Not Discovered Yet,3,3,,MA
259046,16 BUNTON ST,,MILTON,8/13/03,3,3,3,,MA
6977608,16 BUTLER RD,,BRAINTREE,10/19/15,Not Discovered Yet,3,3,,MA
281641,16 CATHERINE DR,,PEABODY,10/27/05,3,3,3,,MA
4498215,16 CAVANAUGH RD,,WELLESLEY,6/11/15,Not Discovered Yet,3,3,,MA
7329183,16 CHANCE ST,,HARVARD,9/10/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7322663,16 CHARENA RD,,WAYLAND,1/2/16,Not Discovered Yet,Not Discovered Yet,3,,MA
336501,16 CHARLTON ST,,SOUTHBRIDGE,8/9/10,3,3,3,,MA
7324323,16 CIRCUIT AVE,,LYNN,3/30/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1428499,16 COLUMBIA AVE,,NEWTON,10/16/13,3,3,3,,MA
3743659,16 COLUMBIA ST,,AYER,8/8/14,Missed,3,3,,MA
276279,16 COLUMBINE RD,,MILTON,6/27/05,3,3,3,,MA
347346,16 CRANE AVE,,PEABODY,5/25/11,3,3,3,,MA
7327073,16 CURTIS ST,,WEYMOUTH,6/17/16,Not Discovered Yet,Not Discovered Yet,3,,MA
4524713,16 CUSHMAN RD,,BRIGHTON,6/18/15,Not Discovered Yet,3,2,,MA
7325195,16 DANA ST,,BROOKLINE,4/26/16,Not Discovered Yet,Not Discovered Yet,3,,MA
248833,16 DUGGAN RD,,ACTON,7/28/03,3,3,3,,MA
7327889,16 E MAIN ST,,WEST BROOKFIELD,7/26/16,Not Discovered Yet,Not Discovered Yet,3,,MA
289568,16 EASTERN AV,,BURLINGTON,6/16/06,3,3,3,,MA
5321566,16 EATON CT,,WELLESLEY,7/13/15,Not Discovered Yet,3,3,,MA
260210,16 EDWARD CODY LN,,WEYMOUTH,5/20/04,3,3,3,,MA
1024240,16 EUCLID AVE,,LYNN,9/6/12,3,3,3,,MA
215737,16 EXETER ST,,MEDFORD,4/19/01,3,3,3,,MA
265209,16 FAIRLAWN AV,,WEYMOUTH,8/25/04,3,3,3,,MA
3317753,16 FOSTERS CT,,MEDFORD,3/17/15,Not Discovered Yet,3,3,,MA
1601567,16 FOWLER ST,,DORCHESTER,3/12/14,3,3,3,,MA
325427,16 FOWLER ST,,QUINCY,8/11/09,3,3,3,,MA
340867,16 GARRISON RD,,BROOKLINE,9/24/10,3,3,3,,MA
7326238,16 GLEDHILL AVE,,EVERETT,6/2/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7325529,16 GREY LN,,LYNNFIELD,5/9/16,Not Discovered Yet,Not Discovered Yet,3,,MA
333854,16 HAMMOND CIR,,SUDBURY,5/24/10,3,3,3,,MA
244207,16 HARRISON AV,,BEVERLY,3/26/03,3,3,3,,MA
2950638,16 HARRISON AVE,,ABINGTON,1/31/15,2A,3,3,,MA
7326313,16 HAVEN ESTATE RD,,BEVERLY,5/18/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7320904,16 HERBERT AVE,,PEABODY,6/30/15,Not Discovered Yet,3,3,,MA
211547,16 HERRICK ST,,WINCHESTER,12/28/00,3,3,3,,MA
2821437,16 HILL ST,,LEXINGTON,7/9/14,3,3,3,,MA
7324377,16 HILLCREST RD,,MILTON,11/29/12,Missed 2,Missed 2,3,,MA
328952,16 HILLSIDE AVE,,MEDFORD,12/14/09,3,3,3,,MA
7321405,16 HOWE ST,,SOMERVILLE,11/16/15,Not Discovered Yet,3,3,,MA
302498,16 IRVING ST,,WALTHAM,6/12/07,3,3,3,,MA
1392938,16 JUNIPER RIDGE RD,,ACTON,11/2/12,3,3,3,,MA
7329940,16 LAKE ST,,ARLINGTON,11/1/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7328480,16 LAWNDALE AVE,,SAUGUS,8/9/16,Not Discovered Yet,Not Discovered Yet,3,,MA
244402,16 LEWIS ST,,CLINTON,4/2/03,3,3,3,,MA
332921,16 LINDBERG AVE,,NEWTON,4/28/10,3,3,3,,MA
7324272,16 LINN LN,,WAYLAND,3/24/16,Not Discovered Yet,Not Discovered Yet,3,,MA
4630368,16 LOOMIS ST,,BEDFORD,6/24/15,Not Discovered Yet,3,3,,MA
7330923,16 LOWELL ST,,WOBURN,12/13/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7322662,16 MALDEN ST,,WATERTOWN,12/26/15,Not Discovered Yet,Missed 2,3,,MA
5318911,16 MANSFIELD ST,,PEABODY,8/17/15,Not Discovered Yet,3,3,,MA
237787,16 MAPLE ST,,ACTON,10/31/02,3,3,3,,MA
7326786,16 MARCH ST,,SALEM,6/4/16,Not Discovered Yet,Not Discovered Yet,3,,MA
325472,16 MASCOT ST,,DORCHESTER,7/15/09,3,3,3,,MA
302985,16 MINOT ST,,LYNN,7/26/07,3,3,3,,MA
7323608,16 MURRAY PARK RD,,LITTLETON,2/20/16,Not Discovered Yet,Not Discovered Yet,3,,MA
3824080,16 NEPONSET AVE,,DORCHESTER,4/6/15,Not Discovered Yet,3,3,,MA
4285481,16 NEWCOMB ST,,ARLINGTON,5/20/15,Not Discovered Yet,3,3,,MA
265008,16 OLD WARREN RD,,WEST BROOKFIELD,8/26/04,3,3,3,,MA
345426,16 PHILLIPS AVE,,SWAMPSCOTT,4/6/11,3,3,3,,MA
336464,16 PLEASANT ST,,BROOKFIELD,7/29/10,3,3,3,,MA
7322277,16 PLEASANT ST,,NAHANT,12/15/15,Not Discovered Yet,3,3,,MA
7328851,16 PUTNAM ST,,SAUGUS,9/8/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1089756,16 REVERE BEACH PKY,,CHELSEA,12/26/12,3,3,3,,MA
277398,16 SHELDON ST,,MILTON,7/21/05,3,3,3,,MA
7324469,16 SOMERSET RD,,NEWTON,4/1/16,Not Discovered Yet,Not Discovered Yet,3,,MA
2823227,16 SPRING HILL RD,,WAYLAND,9/17/14,3,3,3,,MA
5618009,16 STONE RD,,BELMONT,8/17/15,Not Discovered Yet,3,3,,MA
264068,16 STOUGHTON AV,,WEBSTER,8/4/04,3,3,3,,MA
7323802,16 TANYARD RD,,DUDLEY,3/5/16,Not Discovered Yet,Not Discovered Yet,3,,MA
6153834,16 THOMAS RD,,LYNNFIELD,9/15/15,Not Discovered Yet,3,3,,MA
249545,16 THOMAS ST,,BURLINGTON,8/14/03,3,3,3,,MA
1295584,16 VINSON ST,,DORCHESTER,5/16/13,3,3,3,,MA
201143,16 WALNUT ST,,LEOMINSTER,11/20/00,3,3,3,,MA
5863937,16 WEST ST,,BELMONT,9/5/15,Not Discovered Yet,3,3,,MA
292768,16 WHIPPLE AV,,STONEHAM,9/20/06,3,3,3,,MA
261614,16 WHITFIELD ST,,DORCHESTER,5/26/04,3,3,3,,MA
5589841,16 WILDWOOD DR,,BEDFORD,4/3/15,Not Discovered Yet,3,3,,MA
4369301,16 WILLIAMS RD,,LEXINGTON,4/29/15,Not Discovered Yet,3,3,,MA
1395566,16 WILLOUGHBY RD,,MILTON,7/25/13,3,3,3,,MA
7101783,16 WINTHROP ST,,DANVERS,10/24/15,Not Discovered Yet,3,3,,MA
7326347,16 WOODLAND AVE,,BEVERLY,4/21/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7324090,16 WYMAN ST,,LYNN,3/16/16,Not Discovered Yet,Not Discovered Yet,3,,MA
327307,16 YALE ST,,GROVELAND,10/11/09,3,3,3,,MA
270598,16-25 BROADLAWN DR,,NEWTON,7/27/04,3,3,3,,MA
7325201,160 ATLANTIC ST,,QUINCY,4/25/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1304231,160 BOYLSTON ST,,NEWTON,8/1/13,3,3,3,,MA
7330145,160 BOYLSTON ST,,NEWTON,11/8/16,Not Discovered Yet,Not Discovered Yet,3,,MA
347021,160 COMMONWEALTH AVE,,NEWTON,5/25/11,3,3,3,,MA
333313,160 ELM ST,,QUINCY,5/12/10,3,3,3,,MA
7327068,160 HAWTHORNE RD,,BRAINTREE,6/17/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7327272,160 LAUREL RD,,BROOKLINE,7/8/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7330906,160 LEXINGTON ST,,BELMONT,12/21/16,Not Discovered Yet,Not Discovered Yet,2,,MA
1105386,160 N WASHINGTON ST,,BOSTON,1/12/13,3,3,3,,MA
7329223,160 OCEAN ST,,LYNN,9/24/16,Not Discovered Yet,Not Discovered Yet,3,,MA
288969,160 RUGGLES ST,,ROXBURY,5/30/06,3,3,3,,MA
305351,160 SYCAMORE ST,,ROSLINDALE,7/17/07,3,3,3,,MA
4772162,160 WASHINGTON ST,,WELLESLEY,7/9/15,Not Discovered Yet,2,3,,MA
336674,1600 DORCHESTER AVE,,DORCHESTER,7/9/10,3,3,3,,MA
7323730,1600 VETERANS OF FOREIGN WARS PKY,,WEST ROXBURY,2/29/16,Not Discovered Yet,Not Discovered Yet,3,,MA
710309,1601 TRAPELO RD,,WALTHAM,1/6/12,3,3,3,,MA
640183,1601 WASHINGTON ST,,BOSTON,12/16/11,3,3,3,,MA
155197,1603 MAIN ST,,LEICESTER,9/2/99,3,3,3,,MA
283689,161 BEDFORD ST,,BURLINGTON,12/21/05,3,3,3,,MA
7325054,161 DAVIS AVE,,BROOKLINE,4/25/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7326646,161 DICKERMAN RD,,NEWTON,6/1/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7324878,161 E SQUANTUM ST,,QUINCY,7/10/12,Missed 2,Missed 2,3,,MA
291943,161 ELMWOOD AV,,QUINCY,8/24/06,3,3,3,,MA
344977,161 GRANITE AVE,,DORCHESTER,3/23/11,3,3,3,,MA
310945,161 HIGHLAND AVE,,WINCHESTER,5/29/08,3,3,3,,MA
1671419,161 LYNN SHORE DR,,LYNN,6/18/14,3,3,3,,MA
7325659,161 MELROSE ST,,MELROSE,5/11/16,Not Discovered Yet,Not Discovered Yet,3,,MA
235874,161 OTIS ST,,HINGHAM,9/26/02,3,3,3,,MA
1384053,161 PARK ST,,MEDFORD,10/25/13,3,3,3,,MA
7328970,161 PINE RIDGE RD,,NEWTON,9/1/16,Not Discovered Yet,Not Discovered Yet,3,,MA
159508,161 SOUTH ST,,WALTHAM,1/19/00,3,3,3,,MA
7326919,161 SPRUCE ST,,LEOMINSTER,6/23/16,Not Discovered Yet,Not Discovered Yet,3,,MA
1418456,161 WINTER ST,,SAUGUS,10/23/13,3,3,3,,MA
277773,1615 COMMERCIAL ST,,WEYMOUTH,7/28/05,3,3,3,,MA
5336849,1619 CENTRE ST,,NEWTON,8/15/15,Not Discovered Yet,3,3,,MA
268296,162 ARLINGTON ST,,ACTON,11/16/04,3,3,3,,MA
232961,162 CENTRAL AV,,MILTON,7/22/02,3,3,3,,MA
253047,162 EASTERN AV,,LYNN,10/30/03,3,3,3,,MA
5774507,162 ESSEX ST,,CHELSEA,9/4/15,Not Discovered Yet,3,3,,MA
1343726,162 HARVARD ST,,BROOKLINE,9/3/13,3,3,3,,MA
339815,162 LEBANON ST,,MALDEN,12/6/10,3,3,3,,MA
1284251,162 MAIN ST,,READING,7/9/13,3,3,3,,MA
241538,162 MAIN ST,,WALTHAM,10/15/02,3,3,3,,MA
300600,162 MAIN ST,,WEYMOUTH,5/10/07,3,3,3,,MA
2719951,162 MARSH ST,,BELMONT,1/29/15,3,3,3,,MA
326736,162 MORRIS ST,,SOUTHBRIDGE,9/9/09,3,3,3,,MA
7326888,162 PINE RIDGE RD,,NEWTON,6/20/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7326693,162 STORRS AVE,,BRAINTREE,6/8/16,Not Discovered Yet,Not Discovered Yet,3,,MA
111919,162 WASHINGTON TER,,WHITMAN,5/13/97,3,3,3,,MA
229823,162 WESTFORD RD,,CONCORD,5/11/01,3,3,3,,MA
7325108,162 WILLOW RD,,NAHANT,4/8/16,Not Discovered Yet,Not Discovered Yet,3,,MA
7325399,162 WILLOW RD,,NAHANT,4/8/16,Not Discovered Yet,Not Discovered Yet,3,,MA
295927,1625 SUDBURY RD,,CONCORD,12/6/06,3,3,3,,MA
1593092,1629 BEACON ST,,NEWTON,2/19/14,3,3,3,,MA
216391,162A NORTH ST,,SALEM,5/7/01,3,3,3,,MA
